Period,Scenario,LoadLevel,Ant_C3,Ant_C4,Ant_C7,Ant_C8,Gas_C1,Gas_C2,Gas_C21,Gas_C22,Gas_C31,Gas_C32,Gas_C33,Gas_C5,Gas_C6,Hyd_H25,Hyd_H26,Hyd_H27,Nuc_N23,Nuc_N24,Pum_H28,Pum_H29,Pum_H30,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Sub_C9
2030,sc01,12-25 09:00:00+01:00,0.11916799999999998,0.11916799999999998,0.03329400000000028,0.11916799999999998,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.09791299999999997,0.03828799999999999,0.099,0.7040000000000001,0.7040000000000001,0.09791299999999997,0.03828799999999999,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-25 11:00:00+01:00,0.11916799999999998,0.11916799999999998,0.0,0.028864000000000112,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-25 13:00:00+01:00,0.11916799999999998,0.11916799999999998,0.0017320000000016489,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-25 15:00:00+01:00,0.03950400000000108,0.11916799999999998,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-25 17:00:00+01:00,0.11916799999999998,0.11916799999999998,0.11916799999999998,0.11916799999999998,0.0072000000000000015,0.0003839999999997873,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-25 19:00:00+01:00,0.11916799999999998,0.11916799999999998,0.11916799999999998,0.11916799999999998,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.09720066672000072,0.099,0.7040000000000001,0.7040000000000001,0.099,0.026987333279999443,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-25 21:00:00+01:00,0.0,0.00395599999999921,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.0,0.099,0.7040000000000001,0.7040000000000001,0.099,0.0,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-25 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.104256,0.038395999999999986,0.0,0.0,0.3864000000000001,0.0,0.0,0.0,0.0,0.099,0.7040000000000001,0.7040000000000001,0.0,0.0,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-26 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.104256,0.0,0.0,0.0,0.3864000000000001,0.0,0.0,0.0,0.0,0.0,0.7040000000000001,0.7040000000000001,0.0,0.0,0.0030607999999955338,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-26 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.104256,0.0,0.0,0.0,0.09697784000000231,0.0,0.0,0.0,0.0,0.0,0.7040000000000001,0.7040000000000001,0.0,0.0,0.0,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-26 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.104256,0.0,0.0,0.0,0.09697783999999976,0.0,0.0,0.0,0.0,0.0,0.7040000000000001,0.7040000000000001,0.0,0.0,0.0,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-26 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2976,0.022709600000000107,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.0,0.0,0.099,0.7040000000000001,0.7040000000000001,0.0,0.0,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-26 09:00:00+01:00,0.11916799999999998,0.11916799999999998,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.038682400000001727,0.099,0.7040000000000001,0.7040000000000001,0.08453736000000028,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-26 11:00:00+01:00,0.04438776000000148,0.11916799999999998,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-26 13:00:00+01:00,0.01779840000000099,0.11916799999999998,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
