Scenario,Period,LoadLevel,Biofuel,Gas,HardCoal,HydroRun,HydroTurbinePumpStorage,HydroTurbineReservoir,Lignite,Nuclear,Oil,OthersNonRenewable,OthersRenewable,SolarPhotovoltaic,SolarThermal,WindOffshore,WindOnshore
sc2025,y2025,2025-01-26T01:00:00+01:00,7701.822306199953,3263.2274956349956,0.0,53629.17852525,3221.8352347001805,97096.51415245,0.0,6696.587508769983,0.0,40284.61840424996,22246.10670888,125503.0510974548,280.00000495,15212.346457294983,75994.76863895808
sc2025,y2025,2025-01-26T03:00:00+01:00,10827.311740699999,2201.6675931099167,0.0,42741.09989184997,3832.0000000000005,98315.69189115003,0.0,5590.89020076999,0.0,43205.92941175004,22122.44212788,103162.90019833492,230.0000042,17726.74713403498,82686.33311592006
sc2025,y2025,2025-01-26T05:00:00+01:00,8589.657745199998,5764.657657359967,0.0,53873.88596032497,5745.137091504995,91251.6749345,0.0,8125.556926297477,0.0,41652.93779,21540.41349044,134337.58993618973,247.6227025000004,13880.718365799941,74693.5246646526
sc2025,y2025,2025-01-26T07:00:00+01:00,12495.09774,18633.52474016296,5758.428807399922,64609.42312322799,39419.017299979256,104520.70213337806,0.0,30501.05399053522,123.24502815500016,60152.65297339998,37789.30303684001,10485.183013135496,1146.8647256060028,24310.10223599398,79895.52843064106
sc2025,y2025,2025-01-26T09:00:00+01:00,12495.09774,20588.011973692497,7302.644695649927,64601.35768496,44243.91295312814,104588.134003,0.0,31249.18846252469,266.2812239500002,61127.05202639998,38126.53340099466,34976.98663509699,5187.474952705,31702.101820768985,77002.23159442103
sc2025,y2025,2025-01-26T11:00:00+01:00,11183.087760999999,17580.328642394947,7112.728284149928,64771.97620904999,41068.92291310155,101960.54307980005,0.0,23147.940603720188,268.27478530500036,60396.3330579,37203.80165572,68525.4399343745,5229.087617040001,34847.67865093398,73800.15092004002
sc2025,y2025,2025-01-26T13:00:00+01:00,12280.828269500016,19567.938833907487,6993.340937149921,64728.97620904999,41630.1712365501,104239.134003,0.0,13241.44561335219,319.68785303500044,56040.37401698001,37697.50165648,81068.8773865945,5202.2863692050005,35166.90895144899,75422.20174373602
sc2025,y2025,2025-01-26T15:00:00+01:00,11183.087760999999,20328.864046103008,7578.685830149916,64749.931725625,46413.760121608764,102341.01481659303,0.0,11250.72340588543,331.52123450000005,60326.3330579,37748.50165648,53539.66579615151,3563.4337947889985,35514.884170219986,86809.12669701003
sc2025,y2025,2025-01-26T17:00:00+01:00,12495.09774,23435.70500205567,8039.852790999999,63755.8973201,37529.39657247561,102081.81054994004,1417.4556643999142,11230.018408964974,0.0,60038.71460920026,36640.50165648,53955.234709841,310.00000428,34873.326230819934,99584.84732059854
sc2025,y2025,2025-01-26T19:00:00+01:00,10555.286103000017,17112.987478987667,6178.763238399913,58754.708831850025,13232.535950705029,98446.97013779002,0.0,10979.856124999973,109.78713194731804,37638.60966360021,22794.296268186466,170717.2031272648,5081.03715995,20056.441805670038,106818.13548331805
