,W/m2,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2019-03-12T10:00:00+01:00,,145.671,582.983,513.625,463.559,612.717,558.375,700.6,646.474,573.451,672.975,679.704,583.859,718.85,692.38,738.75
sc2015,y2030,2019-03-12T11:00:00+01:00,,161.137,621.35,667.95,537.738,601.373,566.25,772.1,713.211,704.997,755.554,766.968,560.006,788.55,782.13,813.55
sc2015,y2030,2019-03-12T12:00:00+01:00,,129.252,560.533,685.417,623.501,593.468,596.75,749.25,755.283,758.983,785.738,791.938,569.469,793.95,810.034,824.383
sc2015,y2030,2019-03-12T13:00:00+01:00,,153.915,459.158,591.217,645.861,601.09,638.375,665.6,727.622,710.011,743.302,752.906,562.227,733.85,770.927,766.617
sc2015,y2030,2019-03-12T14:00:00+01:00,,136.66,336.125,435.467,507.261,531.077,570.625,536.25,625.488,565.667,637.729,653.798,496.661,607.95,669.306,645.7
sc2015,y2030,2019-03-12T15:00:00+01:00,,122.199,181.129,302.167,318.404,351.505,371.25,403.575,469.543,376.527,479.583,502.699,302.116,423.625,511.47,471.792
sc2015,y2030,2019-03-12T16:00:00+01:00,,95.892,99.777,187.183,161.26,166.035,179.5,232.188,270.483,195.057,285.442,313.627,111.004,233.375,318.338,267.163
sc2015,y2030,2019-03-12T17:00:00+01:00,,64.445,23.249,32.419,44.466,37.074,43.242,48.875,70.566,54.611,85.04,113.175,13.363,50.578,114.477,66.604
sc2015,y2030,2019-03-12T18:00:00+01:00,,2.61,0.389,0.018,0,0,0,0,0.091,0.36,0.228,2.191,0,0,2.252,0
sc2015,y2030,2019-03-12T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-12T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-12T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-12T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-12T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T06:00:00+01:00,,0.766,2.731,7.889,9.823,17.514,11.391,24.677,18.939,13.936,16.615,6.967,35.858,30.359,8.337,29.507
sc2015,y2030,2019-03-13T07:00:00+01:00,,40.891,53.398,39.03,82.512,108.934,127.547,175.363,179.828,158.825,167.874,130.982,99.887,189.913,119.849,184.921
sc2015,y2030,2019-03-13T08:00:00+01:00,,136.504,147.915,113.312,183.17,254.94,338.688,381.225,386.751,357.994,378.477,355.38,150.055,414.325,337.181,376.517
sc2015,y2030,2019-03-13T09:00:00+01:00,,254.001,282.958,301.346,287.374,334.42,480.125,540.55,571.343,530.039,563.848,550.208,184.673,593.6,555.928,587.083
sc2015,y2030,2019-03-13T10:00:00+01:00,,440.073,387.167,464.683,382.759,359.611,556.875,687.3,709.827,652.096,707.423,696.392,219.584,672.9,713.956,740.867
sc2015,y2030,2019-03-13T11:00:00+01:00,,489.409,454.383,503.35,422.921,447.791,615,743.45,789.539,725.687,791.356,787.548,251.662,760.15,806.474,810.117
sc2015,y2030,2019-03-13T12:00:00+01:00,,537.299,485.283,529.433,487.412,473.407,625.5,746.15,804.976,752.244,811.019,815.342,417.454,795.3,833.335,810.833
sc2015,y2030,2019-03-13T13:00:00+01:00,,528.901,467.517,490.042,467.934,444.534,611.875,668.65,755.385,730.456,764.382,777.508,481.602,738.85,793.297,755.767
sc2015,y2030,2019-03-13T14:00:00+01:00,,501.977,441.958,421.592,359.982,364.075,521.812,575.45,645.141,627.312,655.558,676.958,472.723,620,689.54,634.467
sc2015,y2030,2019-03-13T15:00:00+01:00,,425.793,359.167,338.967,211.555,244.027,393,409.3,484.648,477.664,494.618,521.986,322.097,452.3,530.405,468.217
sc2015,y2030,2019-03-13T16:00:00+01:00,,295.537,234.637,209.7,142.415,134.345,228.156,232.95,289.412,290.652,297.778,328.536,170.544,252.425,332.983,268.654
sc2015,y2030,2019-03-13T17:00:00+01:00,,113.651,83.95,62.615,29.453,36.613,57.836,50.241,88.758,94.301,94.554,122.369,25.317,57.591,123.149,70.311
sc2015,y2030,2019-03-13T18:00:00+01:00,,4.428,1.02,0.102,0.001,0,0,0,0.19,0.661,0.386,2.896,0,0,2.911,0
sc2015,y2030,2019-03-13T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-13T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0
sc2015,y2030,2019-03-14T06:00:00+01:00,,1.889,8.604,9.252,6.393,9.3,14.066,22.309,21.88,15.099,21.039,11.043,68.431,45.934,12.819,38.596
sc2015,y2030,2019-03-14T07:00:00+01:00,,57.123,138.633,110.977,58.819,63.434,126.094,150.062,185.215,147.234,187.146,159.424,257.514,235.863,169.127,230.742
sc2015,y2030,2019-03-14T08:00:00+01:00,,169.019,325.033,299.225,178.244,194.326,363.375,386.85,395.211,349.806,392.389,365.7,447.672,438.775,381.895,443.675
sc2015,y2030,2019-03-14T09:00:00+01:00,,429.513,495.517,465.283,341.736,366.525,561.25,580.4,579.276,559.54,574.862,552.914,602.865,609.55,573.139,626.917
sc2015,y2030,2019-03-14T10:00:00+01:00,,611.056,629,578.65,507.239,516.873,697.375,721.9,717.252,698.488,714.495,698.376,712.779,733.7,720.521,761.683
sc2015,y2030,2019-03-14T11:00:00+01:00,,702.342,709.1,639.667,629.475,605.393,776.625,793.2,798.733,781.251,798.392,789.242,765.962,800.85,811.179,835.533
sc2015,y2030,2019-03-14T12:00:00+01:00,,727.567,730.533,661.95,671.865,627.718,789.75,800.05,816.418,802.045,818.593,817.634,758.64,804.45,836.478,842.467
sc2015,y2030,2019-03-14T13:00:00+01:00,,692.717,696.183,606.95,648.576,592.352,736,742.7,768.664,758.871,772.265,781.128,687.378,744.8,796.111,783.85
sc2015,y2030,2019-03-14T14:00:00+01:00,,605.519,602.883,512.7,512.012,490.117,623.5,626.05,660.28,654.199,664.568,681.976,543.436,626.4,692.77,664.033
sc2015,y2030,2019-03-14T15:00:00+01:00,,480.834,464.283,394.317,361.12,354.657,461.25,457.4,498.722,497.777,504.524,527.48,390.534,458.35,534.587,492.392
sc2015,y2030,2019-03-14T16:00:00+01:00,,313.423,291.075,236.567,207.303,201.685,268.812,257.925,300.936,306.364,306.83,334.759,202.489,257.975,337.873,286.233
sc2015,y2030,2019-03-14T17:00:00+01:00,,127.998,107.385,75.156,58.201,47.132,75.328,62.025,95.613,104.977,100.211,127.815,31.354,61.588,127.849,78.015
sc2015,y2030,2019-03-14T18:00:00+01:00,,5.971,2.355,0.283,0.009,0,0.004,0,0.358,1.094,0.608,3.553,0,0,3.494,0
sc2015,y2030,2019-03-14T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-14T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0
sc2015,y2030,2019-03-15T06:00:00+01:00,,2.33,9.998,11.33,5.992,13.451,21.158,44.272,25.852,16.582,23.947,12.972,71.052,48.669,14.312,42.528
sc2015,y2030,2019-03-15T07:00:00+01:00,,80.017,143.15,114.402,44.14,83.927,140.438,230.962,201.061,158.792,197.316,168.908,259.433,240.6,173.551,237.775
sc2015,y2030,2019-03-15T08:00:00+01:00,,267.958,337.475,274.433,114.166,198.378,309.25,431.225,408.426,374.151,405.844,379.752,448.544,444.375,388.261,449.367
sc2015,y2030,2019-03-15T09:00:00+01:00,,500.125,518.1,458.967,229.682,318.786,552.125,603.15,590.228,569.629,589.183,570.068,606.748,618.4,581.375,630.833
sc2015,y2030,2019-03-15T10:00:00+01:00,,646.581,652.95,612.283,381.15,440.579,683.75,728.8,726.887,708.38,727.711,717.18,717.762,743.75,730.63,764.133
sc2015,y2030,2019-03-15T11:00:00+01:00,,739.98,735.95,696.55,676.859,604.36,784.125,797.05,805.865,791.173,808.51,807.516,771.615,811.15,822.17,837.75
sc2015,y2030,2019-03-15T12:00:00+01:00,,773.481,758.633,721.083,755.453,681.105,798,802.3,822.118,810.86,826.313,833.414,763.188,814.35,848.45,845.383
sc2015,y2030,2019-03-15T13:00:00+01:00,,744.226,719.15,694.333,709.718,652.93,744.5,744.2,773.552,766.166,778.716,793.984,694.459,753,807.821,787.55
sc2015,y2030,2019-03-15T14:00:00+01:00,,655.603,627.05,595.383,605.658,558.42,631.375,627.35,664.01,661.308,669.974,692.01,569.933,632.5,703.256,667.75
sc2015,y2030,2019-03-15T15:00:00+01:00,,515.656,480.742,434.525,450.71,418.023,469.812,461.65,502.945,504.967,509.255,536.05,401.023,463.075,542.133,495.85
sc2015,y2030,2019-03-15T16:00:00+01:00,,338.259,303.867,248.925,264.259,248.001,275.75,263.225,305.504,312.402,311.792,339.814,206.213,261.625,341.719,289.142
sc2015,y2030,2019-03-15T17:00:00+01:00,,144.339,114.242,78.044,74.856,66.323,79.859,66.338,100.19,109.719,105.093,130.956,33.712,64.275,130.581,80.904
sc2015,y2030,2019-03-15T18:00:00+01:00,,8.735,3.033,0.497,0.044,0,0.028,0,0.567,1.481,0.902,4.28,0,0,4.102,0.007
sc2015,y2030,2019-03-15T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-15T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0
sc2015,y2030,2019-03-16T06:00:00+01:00,,5.539,11.493,22.783,32.054,40.013,35.367,49.487,27.994,19.521,25.951,14.17,68.264,51.009,15.983,45.415
sc2015,y2030,2019-03-16T07:00:00+01:00,,131.06,143.137,181.279,205.917,219.877,218,243.163,205.115,175.924,201.065,171.112,251.636,242.95,180.803,243.383
sc2015,y2030,2019-03-16T08:00:00+01:00,,326.843,334.333,367.692,404.565,416.335,422.188,446.7,411.664,373.541,408.421,380.052,452.449,445.925,396.542,456.308
sc2015,y2030,2019-03-16T09:00:00+01:00,,507.486,514.617,530.117,574.713,586.166,597.25,618.7,592.603,553.183,591.178,568.278,613.994,619.05,589.982,639.35
sc2015,y2030,2019-03-16T10:00:00+01:00,,649.76,657.033,648.717,691.184,708.54,722.25,743.25,727.908,694.669,729.002,713.428,729.699,744.85,739.254,773.883
sc2015,y2030,2019-03-16T11:00:00+01:00,,738.982,744.617,707.167,747.64,768.869,788.75,808.9,806.232,783.862,810.035,802.198,786.507,812.45,830.028,848.667
sc2015,y2030,2019-03-16T12:00:00+01:00,,769.648,770.917,717.383,741.724,764.703,793.875,810.7,821.229,806.51,827.485,827.858,778.833,816,854.249,856.25
sc2015,y2030,2019-03-16T13:00:00+01:00,,739.178,727.383,707.7,684.109,702.115,740.875,749.5,772.016,761.731,779.682,787.416,708.909,755.8,812.019,798.333
sc2015,y2030,2019-03-16T14:00:00+01:00,,651.077,626.567,624.3,587.027,589.42,631.625,630.65,662.268,656.374,670.3,685.102,583.067,636.35,706.658,678.233
sc2015,y2030,2019-03-16T15:00:00+01:00,,513.043,478.1,470.85,455.242,438.498,473.625,463.925,501.794,501.306,509.127,530.284,412.164,467.75,546.975,505.875
sc2015,y2030,2019-03-16T16:00:00+01:00,,336.629,297.4,284.417,271.702,258.494,280.75,266.525,305.85,310.578,313.081,336.784,214.677,267.05,347.374,297.658
sc2015,y2030,2019-03-16T17:00:00+01:00,,143.884,110.544,93.771,81.206,70.799,84.25,69.781,102.462,110.939,107.837,131.432,36.998,68.231,135.091,86.01
sc2015,y2030,2019-03-16T18:00:00+01:00,,8.606,3.353,0.839,0.12,0.005,0.096,0,0.82,1.884,1.214,4.766,0,0,4.783,0.03
sc2015,y2030,2019-03-16T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-16T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0
sc2015,y2030,2019-03-17T06:00:00+01:00,,2.406,1.57,3.122,4.983,23.674,33.582,49.778,27.644,8.983,26.848,8.791,80.987,53.994,15.892,47.918
sc2015,y2030,2019-03-17T07:00:00+01:00,,94.792,71.52,35.797,24.402,105.954,197.562,238.337,197.548,65.641,198.732,77.577,273.481,249.65,173.803,248.788
sc2015,y2030,2019-03-17T08:00:00+01:00,,300.39,186.531,135.728,68.554,199.702,376.188,439.075,408.231,196.517,406.829,341.096,462.227,453.9,384.538,464.042
sc2015,y2030,2019-03-17T09:00:00+01:00,,489.231,381.446,264.008,128.598,267.57,458.312,611.65,588.389,385.472,587.843,539.086,618.389,627.8,575.534,647.733
sc2015,y2030,2019-03-17T10:00:00+01:00,,638.559,540.308,398.467,232.861,320.363,440.812,736.55,721.6,472.118,723.847,662.292,726.123,753.9,722.661,781.583
sc2015,y2030,2019-03-17T11:00:00+01:00,,736.701,650.533,577.108,426.465,417.167,504.5,802.85,791.667,491.214,799.502,708.874,775.234,821.25,812.571,853.75
sc2015,y2030,2019-03-17T12:00:00+01:00,,767.863,686.417,661.917,546.295,520.295,523.938,805.3,793.578,589.098,803.444,733.93,763.551,823.9,830.656,857.717
sc2015,y2030,2019-03-17T13:00:00+01:00,,744.379,672.017,659.05,595.294,582.178,558.562,741.5,725.202,662.823,731.513,724.69,691.682,761,786.542,797.117
sc2015,y2030,2019-03-17T14:00:00+01:00,,657.376,603.083,571.6,567.22,551.167,532.375,618.2,619.553,621.099,617.957,630.552,565.767,638.1,677.789,676.933
sc2015,y2030,2019-03-17T15:00:00+01:00,,510.013,463.508,438.917,419.658,423.685,398,447.175,470.756,480.312,471.641,465.126,396.467,466.65,504.346,502.675
sc2015,y2030,2019-03-17T16:00:00+01:00,,275.925,272.742,261.958,250.651,252.368,233.719,235.462,285.76,293.029,293.413,251.856,203.581,264.55,291.789,295.117
sc2015,y2030,2019-03-17T17:00:00+01:00,,115.827,72.842,73.244,78.676,70.197,75.406,53.438,95.392,99.458,100.404,96.057,34.897,67.519,102.829,85.55
sc2015,y2030,2019-03-17T18:00:00+01:00,,7.869,2.304,0.696,0.211,0.023,0.174,0.002,0.966,2.051,1.284,4.155,0,0.001,4.605,0.076
sc2015,y2030,2019-03-17T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-17T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0
sc2015,y2030,2019-03-18T06:00:00+01:00,,4.837,6.576,10.123,17.719,25.219,25.453,43.138,32.145,22.562,28.864,15.975,33.645,21.183,11.368,38.326
sc2015,y2030,2019-03-18T07:00:00+01:00,,84.903,83.444,90.542,90.319,133.019,139.219,199.837,212.104,170.617,207.198,173.398,173.668,100.887,115.751,160.333
sc2015,y2030,2019-03-18T08:00:00+01:00,,233.765,226.079,243.75,209.685,319.265,344.75,416.125,418.669,383.11,417.621,380.658,393.725,309,340.844,241.967
sc2015,y2030,2019-03-18T09:00:00+01:00,,439.385,379.592,407.258,404.2,522.168,521.875,584.35,604.162,559.815,603.71,569.042,583.294,534.825,563.527,346.8
sc2015,y2030,2019-03-18T10:00:00+01:00,,582.429,575.867,541.117,596.934,648.004,653,744.4,739.379,706.177,743.692,715.936,701.369,665.9,719.48,642.375
sc2015,y2030,2019-03-18T11:00:00+01:00,,708.951,693.017,653.1,686.231,688.659,743.125,816.75,817.609,790.095,825.661,808.736,755.468,786.55,808.491,776.283
sc2015,y2030,2019-03-18T12:00:00+01:00,,723.947,725.317,709.917,673.481,704.139,762.375,820.7,832.2,807.537,842.984,838.17,763.403,817.9,834.55,757.583
sc2015,y2030,2019-03-18T13:00:00+01:00,,713.209,687.9,661.9,587.433,638.087,683.625,762.1,782.093,759.827,793.95,801.972,697.08,758,794.546,660.267
sc2015,y2030,2019-03-18T14:00:00+01:00,,628.781,611.45,573.367,539.226,555.815,577.125,634.35,671.293,651.225,683.543,701.4,577.841,640.55,692.223,599.767
sc2015,y2030,2019-03-18T15:00:00+01:00,,508.738,486.808,432.592,427.684,433.183,449.438,466.2,508.93,466.012,520.917,545.736,411.834,474.575,533.814,406.267
sc2015,y2030,2019-03-18T16:00:00+01:00,,338.092,299.967,221.704,212.371,250.17,268.531,275.325,305.936,307.442,317.416,350.355,212.699,272.3,331.05,233.842
sc2015,y2030,2019-03-18T17:00:00+01:00,,148.998,115.496,90.377,54.976,69.911,66.75,76.044,102.152,116.42,96.294,140.739,38.962,73.75,120.045,69.717
sc2015,y2030,2019-03-18T18:00:00+01:00,,11.344,4.57,1.345,0.25,0.062,0.269,0.014,1.447,2.87,1.846,6.648,0,0.006,5.553,0.136
sc2015,y2030,2019-03-18T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-18T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
sc2015,y2030,2019-03-19T06:00:00+01:00,,5.458,4.303,4.216,5.276,12.786,10.434,15.093,27.503,17.999,24.854,16.534,18.802,28.753,17.473,23.004
sc2015,y2030,2019-03-19T07:00:00+01:00,,89.317,58.607,35.443,33.792,68.554,72.406,83.338,194.777,140.792,199.892,168.997,103.859,150.962,172.365,82.44
sc2015,y2030,2019-03-19T08:00:00+01:00,,252.077,150.61,81.912,84.619,154.601,182.641,286.5,390.08,326.361,393.962,374.237,293.844,351.225,387.312,178.721
sc2015,y2030,2019-03-19T09:00:00+01:00,,412.477,253.008,146.119,150.077,286.107,310.406,517.075,558.438,531.583,565.041,565.812,429.634,497.2,581.43,459.133
sc2015,y2030,2019-03-19T10:00:00+01:00,,427.812,306.675,223.683,237.717,476.352,460.188,656.1,688.836,657.403,705.244,710.252,554.72,647.55,726.994,692.75
sc2015,y2030,2019-03-19T11:00:00+01:00,,534.589,409.833,272.375,396.239,678.807,644.75,723.35,757.217,738.777,788.897,796.9,627.352,702.1,818.822,733.517
sc2015,y2030,2019-03-19T12:00:00+01:00,,502.956,505.183,319.675,552.734,710.375,709.875,727.15,776.021,771.939,798.996,823.446,658.458,693.05,846.259,760.017
sc2015,y2030,2019-03-19T13:00:00+01:00,,518.836,522.667,308.817,637.322,675.057,678.25,665.9,748.801,747.643,764.522,786.942,598.129,613.25,807.694,622.383
sc2015,y2030,2019-03-19T14:00:00+01:00,,544.872,470.167,293.538,568.726,569.355,587.625,573.6,659.962,660.868,665.959,690.566,471.981,494.45,706.749,527.317
sc2015,y2030,2019-03-19T15:00:00+01:00,,466.421,403.308,255.35,420.029,415.392,443.688,422.075,501.914,509.08,511.596,538.386,308.378,343.2,547.937,403.492
sc2015,y2030,2019-03-19T16:00:00+01:00,,309.098,260.192,161.946,257.998,248.845,262.312,256.55,310.171,321.013,319.477,348.454,147.532,189.8,353.878,237.737
sc2015,y2030,2019-03-19T17:00:00+01:00,,118.969,90.456,56.127,77.278,70.022,78.984,68.469,110.667,120.954,116.01,143.69,26.628,53.706,145.45,70.748
sc2015,y2030,2019-03-19T18:00:00+01:00,,11.093,2.824,0.783,0.446,0.136,0.396,0.032,1.838,3.448,2.39,7.421,0,0.017,7.285,0.231
sc2015,y2030,2019-03-19T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-19T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.524,0,0,0
sc2015,y2030,2019-03-20T06:00:00+01:00,,8.043,10.857,17.551,20.993,33.635,21.129,20.638,36.005,23.26,33.755,20.452,93.451,34.366,20.701,39.441
sc2015,y2030,2019-03-20T07:00:00+01:00,,120.702,107.713,127.585,150.479,201.515,120.828,100.931,216.233,170.782,213.116,188.499,291.162,158.637,187.527,172.454
sc2015,y2030,2019-03-20T08:00:00+01:00,,329.786,306.025,311.55,333.583,430.844,368.312,308.9,423.29,384.157,422.854,399.19,483.591,322.825,402.675,419.333
