,W/m2,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2019-06-25T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-26T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-26T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-26T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-26T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-26T04:00:00+02:00,,0.036,0.826,2.897,4.807,7.186,4.571,5.444,1.067,1.039,0.545,0.001,15.014,3.257,0,1.07
sc2015,y2030,2019-06-26T05:00:00+02:00,,41.028,56.812,79.548,88.223,106.085,99.266,103.956,78.295,77.059,71.997,50.08,131.208,78.806,42.669,79.019
sc2015,y2030,2019-06-26T06:00:00+02:00,,165.62,193.8,242.137,263.034,273.966,276.125,281.8,250.265,246.681,243.397,215.913,307.189,233.863,208.264,257.008
sc2015,y2030,2019-06-26T07:00:00+02:00,,383.51,383.35,435.575,452.983,457.525,464.75,475.5,441.834,436.35,436.559,411.377,493.693,434.325,406.946,456.517
sc2015,y2030,2019-06-26T08:00:00+02:00,,574.466,586.55,610.583,627.222,632.478,641.25,657.05,625.966,618.194,622.912,602.022,664.943,638.8,600.608,646.983
sc2015,y2030,2019-06-26T09:00:00+02:00,,731.716,745.867,759.283,773.37,780.354,789.375,810.7,785.194,775.195,784.109,768.696,802.59,795.65,769.506,808.55
sc2015,y2030,2019-06-26T10:00:00+02:00,,829.187,864.367,869.467,878.652,886.746,898.5,922.25,905.107,893.259,905.177,896.006,894.722,907.35,897.707,926.417
sc2015,y2030,2019-06-26T11:00:00+02:00,,810.438,938.7,935.15,937.182,944.672,959.375,981.8,975.343,963.955,976.131,974.586,936.034,965.4,976.194,991.517
sc2015,y2030,2019-06-26T12:00:00+02:00,,751.29,963.25,950.167,960.759,962.11,978.375,981.6,988.689,981.152,990.151,995.258,946.308,967.2,994.816,993.167
sc2015,y2030,2019-06-26T13:00:00+02:00,,684.325,932.75,911.633,913.469,910.52,925.75,931.35,947.248,943.057,948.941,961.556,882.072,904.95,959.948,942.3
sc2015,y2030,2019-06-26T14:00:00+02:00,,711.215,850.967,822.467,812.684,805.823,824.25,829.2,852.341,853.655,854.034,873.448,768.684,791.25,870.043,839.933
sc2015,y2030,2019-06-26T15:00:00+02:00,,624.558,723.567,682.567,667.414,661.83,690,681.9,711.355,722.253,711.685,739.054,615.091,641.3,730.465,687.517
sc2015,y2030,2019-06-26T16:00:00+02:00,,478.861,562.817,517.733,502.343,494.155,517.688,496.6,535.833,552.514,537.288,568.696,435.383,463.175,555.598,499.675
sc2015,y2030,2019-06-26T17:00:00+02:00,,363.282,382.608,336.908,318.815,312.023,330.625,299.05,343.499,363.019,345.351,376.527,248.107,275.375,360.662,296.892
sc2015,y2030,2019-06-26T18:00:00+02:00,,213.647,197.488,162.029,144.634,137.062,149.656,118.988,156.034,176.117,156.993,183.469,83.888,103.806,166.868,109.765
sc2015,y2030,2019-06-26T19:00:00+02:00,,58.106,48.003,29.987,21.546,17.132,20.188,10.184,20.39,31.018,20.213,30.916,3.465,6.406,22.342,6.538
sc2015,y2030,2019-06-26T20:00:00+02:00,,0.351,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-26T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-26T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-26T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-27T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-27T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-27T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-27T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-27T04:00:00+02:00,,0.042,1.046,3.088,4.9,6.689,4.035,5.071,0.922,0.94,0.479,0.001,16.097,3.562,0,0.653
sc2015,y2030,2019-06-27T05:00:00+02:00,,51.203,71.552,80.971,71.24,81.519,52.516,86.175,65.065,69.253,61.553,46.698,141.302,84.619,39.696,37.686
sc2015,y2030,2019-06-27T06:00:00+02:00,,201.42,231.812,239.625,158.425,160.774,111.109,248.413,225.394,226.384,224.991,205.91,324.725,228.425,198.887,127.208
sc2015,y2030,2019-06-27T07:00:00+02:00,,391.133,404.908,416.117,227.514,254.291,190.375,437.4,418.825,410.415,418.511,398.079,514.593,397.15,391.794,264.733
sc2015,y2030,2019-06-27T08:00:00+02:00,,568.38,572.717,584.25,299.089,405.986,293.438,610.65,605.72,595.794,605.343,587.47,687.8,587.75,562.899,428.25
sc2015,y2030,2019-06-27T09:00:00+02:00,,653.555,724.2,727.233,399.89,587.527,413,751.9,762.998,757.061,763.44,745.048,829.759,761.9,718.147,603.133
sc2015,y2030,2019-06-27T10:00:00+02:00,,734.353,844.417,776.2,515.923,717.473,513.312,873.75,870.954,879.676,877.151,876.39,926.494,892.7,839.537,776.783
sc2015,y2030,2019-06-27T11:00:00+02:00,,716.323,917.217,810.283,616.312,778.535,578.25,936.65,919.473,957.602,943.35,954.532,971.467,952.7,931.725,892.05
sc2015,y2030,2019-06-27T12:00:00+02:00,,678.507,952.2,810.783,654.734,729.926,566.312,943.35,935.755,985.321,972.744,985.07,963.131,948.1,980.389,925.833
sc2015,y2030,2019-06-27T13:00:00+02:00,,655.386,923.067,812.633,620.076,600.776,511.625,877.2,907.207,944.961,941.819,951.796,900.853,883,945.074,897.7
sc2015,y2030,2019-06-27T14:00:00+02:00,,600.511,839.833,782.317,536.991,454.004,431.688,780.7,829.382,854.571,856.624,863.472,790.378,775.7,853.855,805.733
sc2015,y2030,2019-06-27T15:00:00+02:00,,550.451,707.067,673.267,429.07,334.742,346.188,605.3,696.427,720.199,715.856,671.086,639.117,631.3,717.086,664.867
sc2015,y2030,2019-06-27T16:00:00+02:00,,410.51,525.017,512.033,302.277,217.269,252.156,406.875,523.648,551.475,536.787,540.626,461.441,455.65,545.063,479.883
sc2015,y2030,2019-06-27T17:00:00+02:00,,279.104,357.767,334.875,175.725,122.608,164.75,235.825,330.309,363.535,338.913,362.971,272.942,269.312,352.503,282.667
sc2015,y2030,2019-06-27T18:00:00+02:00,,169.337,188.192,162.254,77.88,52.662,80.797,90.238,144.685,175.832,149.341,176.13,98.94,100.975,161.234,103.865
sc2015,y2030,2019-06-27T19:00:00+02:00,,57.438,43.527,30.413,12.658,7.463,12.709,7.823,18.446,30.271,18.618,29.381,3.994,6.424,21.139,6.755
sc2015,y2030,2019-06-27T20:00:00+02:00,,0.363,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-27T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-27T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-27T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-28T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-28T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-28T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-28T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-28T04:00:00+02:00,,0.041,0.999,2.862,4.12,6.459,4.229,5.682,0.988,0.927,0.496,0.001,17.942,3.995,0,1.106
sc2015,y2030,2019-06-28T05:00:00+02:00,,56.467,65.694,80.208,80.608,92.607,95.578,109.188,74.372,69.385,66.906,44.732,150.797,103.369,36.773,77.194
sc2015,y2030,2019-06-28T06:00:00+02:00,,215.478,221.071,242.596,248.799,257.184,271.125,292.275,247.284,232.555,237.064,202.395,335.933,288.925,190.95,255.904
sc2015,y2030,2019-06-28T07:00:00+02:00,,399.982,408.75,423.767,440.363,444.394,464.25,489.125,443.395,421.842,433.794,395.145,525.176,490.1,386.508,460.2
sc2015,y2030,2019-06-28T08:00:00+02:00,,580.204,584.117,598.25,618.123,625.886,645.125,673.45,631.538,606.806,623.888,585.182,697.628,677.85,580.957,654.883
sc2015,y2030,2019-06-28T09:00:00+02:00,,737.002,734.65,748.783,772.86,780.041,797.25,828.45,793.076,766.825,788.084,752.628,837.732,834.9,751.456,819.683
sc2015,y2030,2019-06-28T10:00:00+02:00,,858.495,851.733,863.783,884.114,890.7,909.5,941.2,913.512,887.92,911.04,881.788,934.414,946.35,882.036,938.917
sc2015,y2030,2019-06-28T11:00:00+02:00,,933.412,924.683,931.917,946.653,950.369,972.375,1003.15,982.738,960.461,982.028,962.112,979.698,1006.05,962.271,1004.617
sc2015,y2030,2019-06-28T12:00:00+02:00,,963.544,947.05,946.933,950.656,952.11,977,1005.35,993.247,984.183,993.197,984.686,969.636,1005.05,986.025,1002.833
sc2015,y2030,2019-06-28T13:00:00+02:00,,936.282,914.967,906.367,905.316,904.892,931,954.9,947.591,946.673,946.904,950.554,905.193,950.65,951.145,950.55
sc2015,y2030,2019-06-28T14:00:00+02:00,,858.972,833.533,815.983,810.181,806.441,833.75,850.15,849.411,853.685,847.831,862.146,791.385,843.5,859.821,843.3
sc2015,y2030,2019-06-28T15:00:00+02:00,,737.391,706.3,682.017,671.067,665.653,690.25,701.4,713.672,721.065,715.906,728.516,635.065,691.05,724.638,695.383
sc2015,y2030,2019-06-28T16:00:00+02:00,,579.874,545.45,517.783,502.639,495.778,518.375,522.05,536.893,549.62,537.488,556.616,455.648,509.95,548.709,509.483
sc2015,y2030,2019-06-28T17:00:00+02:00,,400.021,366.892,337.575,320.121,311.83,330.812,326.475,342.498,358.062,342.284,364.043,266.923,313.175,352.14,308.533
sc2015,y2030,2019-06-28T18:00:00+02:00,,217.174,188.571,162.35,145.548,136.839,149.75,138.113,153.429,169.134,152.62,172.687,94.87,124.562,159.124,119.137
sc2015,y2030,2019-06-28T19:00:00+02:00,,60.884,41.247,29.871,21.595,17.237,20.289,12.292,19.608,28.163,19.209,27.548,3.755,8.083,20.489,7.12
sc2015,y2030,2019-06-28T20:00:00+02:00,,0.335,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-28T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-28T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-28T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-29T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-29T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-29T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-29T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-29T04:00:00+02:00,,0.031,0.945,3.217,5.294,7.242,4.765,6.275,1.018,0.93,0.496,0.001,16.044,4.503,0,1.063
sc2015,y2030,2019-06-29T05:00:00+02:00,,43.754,66.325,87.467,102.454,109.93,106.859,118.55,80.607,73.373,70.681,47.756,140.667,112.912,38.495,84.444
sc2015,y2030,2019-06-29T06:00:00+02:00,,180.531,223.167,253.167,276.18,283.884,287.812,307.075,259.676,242.522,244.661,211.13,320.902,303.9,195.87,271.683
sc2015,y2030,2019-06-29T07:00:00+02:00,,383.35,406.725,438.667,465.363,471.331,481.5,505.875,459.083,434.84,442.884,405.854,507.658,505.625,391.975,477.283
sc2015,y2030,2019-06-29T08:00:00+02:00,,560.292,586.167,617.05,643.987,647.756,663.375,691.15,649.802,620.368,633.411,595.464,678.508,692.8,586.276,669.917
sc2015,y2030,2019-06-29T09:00:00+02:00,,728.254,743.1,769.35,794.337,796.08,817,845.85,813.793,780.399,796.814,747.022,819.454,848.6,756.681,831.367
sc2015,y2030,2019-06-29T10:00:00+02:00,,854.736,861.3,881.25,904.514,905.745,930.75,957.75,935.84,900.277,919.047,818.648,916.321,959.75,887.07,947.267
sc2015,y2030,2019-06-29T11:00:00+02:00,,935.784,933.233,943.467,966.299,966.419,995,1016.8,1006.158,970.408,989.592,913.544,962.945,1018.05,967.374,1009.667
sc2015,y2030,2019-06-29T12:00:00+02:00,,961.71,951.317,948.9,972.619,974.809,1003.125,1019.6,1016.57,987.607,1003.975,984.146,959.476,1017.5,992.122,1014.2
sc2015,y2030,2019-06-29T13:00:00+02:00,,937.342,916.467,908.333,927.723,928.322,956.25,964.9,971.59,947.07,959.429,949.266,898.687,960.6,958.192,959.9
sc2015,y2030,2019-06-29T14:00:00+02:00,,858.081,810.917,812.617,831.306,830.25,857.375,858.3,871.657,841.924,860.744,861.844,789.362,850.7,868.473,851.567
sc2015,y2030,2019-06-29T15:00:00+02:00,,728.34,616.075,668.9,690.84,688.257,714.5,708.15,725.442,669.269,716.664,729.048,639.866,696.85,729.96,697.983
sc2015,y2030,2019-06-29T16:00:00+02:00,,577.15,332.925,491.283,519.322,514.38,538.625,526.9,544.941,501.418,538.824,557.804,462.165,512.55,554.397,511.217
sc2015,y2030,2019-06-29T17:00:00+02:00,,401.321,201.65,280.725,330.263,325.098,345.875,329.75,347.513,336.351,343.052,365.392,272.961,313.525,357.563,309.275
sc2015,y2030,2019-06-29T18:00:00+02:00,,218.617,145.208,87.902,150.688,134.15,157.844,139.35,155.05,162.802,152.346,173.926,98.013,123.975,162.71,118.452
sc2015,y2030,2019-06-29T19:00:00+02:00,,61.562,41.256,15.518,15.871,14.759,20.762,12.16,19.604,27.189,18.884,27.957,3.796,7.676,20.966,6.962
sc2015,y2030,2019-06-29T20:00:00+02:00,,0.302,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-29T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-29T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-29T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-30T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-30T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-30T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-30T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-30T04:00:00+02:00,,0.022,0.714,2.599,3.425,6.178,4.353,6.143,0.962,0.878,0.459,0.001,15.963,4.139,0,1.054
sc2015,y2030,2019-06-30T05:00:00+02:00,,37.744,50.741,66.708,66.736,100.915,100.422,117.806,77.942,73.499,68.911,45.149,140.658,108.056,39.05,86.89
sc2015,y2030,2019-06-30T06:00:00+02:00,,162.835,176.821,202.654,229.72,275.613,281,305.55,251.158,242.126,236.491,205.682,321.207,295.525,198.268,276.45
sc2015,y2030,2019-06-30T07:00:00+02:00,,379.402,326.375,392.233,427.551,474.06,477.812,503.4,444.163,428.495,422.345,404.371,509.115,494.95,395.451,483
sc2015,y2030,2019-06-30T08:00:00+02:00,,552.267,542.35,603.567,632.428,652.545,661,687.4,626.343,596.286,595.621,596.924,681.716,680.4,589.59,676.033
sc2015,y2030,2019-06-30T09:00:00+02:00,,716.571,709.967,754.45,788.793,802.194,814.25,841.35,769.904,736.141,718.763,764.394,823.156,834.6,759.408,837.783
sc2015,y2030,2019-06-30T10:00:00+02:00,,842.608,826.183,864.183,897.635,910.574,925.75,952.35,830.912,846.058,814.354,892.992,919.931,944.8,888.922,955.017
sc2015,y2030,2019-06-30T11:00:00+02:00,,922.005,888.35,923.433,957.167,969.293,987.125,1011.6,824.794,887.731,868.017,972.144,965.551,1001.9,968.481,1018.517
sc2015,y2030,2019-06-30T12:00:00+02:00,,934.697,915.033,928.15,955.788,967.837,987,1010.5,801.354,893.012,905.1,999.188,951.843,997.3,987.469,1018.85
sc2015,y2030,2019-06-30T13:00:00+02:00,,895.791,911.9,847.467,908.585,919.44,937.25,956.7,756.887,867.633,869.785,965.254,888.671,940.65,952.223,964.717
sc2015,y2030,2019-06-30T14:00:00+02:00,,819.295,830.183,741.017,810.846,820.646,827.75,850.35,709.532,802.506,785.342,876.208,776.594,831.75,862.36,856.133
sc2015,y2030,2019-06-30T15:00:00+02:00,,634.005,702.133,596.133,661.005,676.14,638.375,699.6,602.643,697.573,672.055,735.974,630.274,681.3,722.562,701.383
sc2015,y2030,2019-06-30T16:00:00+02:00,,486.174,503.8,433.125,453.058,501.764,459,517.95,470.733,535.634,515.517,563.174,452.283,497.725,547.715,513.742
sc2015,y2030,2019-06-30T17:00:00+02:00,,359.781,301.158,278.825,265.352,313.897,236.969,321.275,321.711,350.685,338.773,369.238,264.651,298.15,352.749,311.408
sc2015,y2030,2019-06-30T18:00:00+02:00,,199.347,140.575,122.4,98.982,126.497,96.078,133.125,150.437,166.424,154.337,176.197,93.414,114.05,160.284,120.165
sc2015,y2030,2019-06-30T19:00:00+02:00,,55.842,32.393,18.92,9.229,14.724,10.482,11.205,19.157,28.491,19.664,28.268,3.533,6.651,20.592,7.007
sc2015,y2030,2019-06-30T20:00:00+02:00,,0.267,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-30T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-30T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-30T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-01T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-01T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-01T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-01T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-01T04:00:00+02:00,,0.014,0.517,1.852,2.847,4.678,3.578,5.086,0.873,0.84,0.422,0,15.602,3.535,0,0.951
sc2015,y2030,2019-07-01T05:00:00+02:00,,34.164,39.071,51.93,54.582,75.998,77.359,102.25,72.787,71.343,67.296,47.688,139.114,96.419,39.323,81.613
sc2015,y2030,2019-07-01T06:00:00+02:00,,144.695,137.754,163.913,160.858,208.305,234.031,277.8,243.366,238.673,236.706,213.552,318.504,274.175,200.777,265.867
sc2015,y2030,2019-07-01T07:00:00+02:00,,349.889,238.208,314.708,295.163,382.166,404.188,447.825,437.081,429.505,431.195,413.054,504.855,468.05,399.501,469.083
sc2015,y2030,2019-07-01T08:00:00+02:00,,504.602,376.025,469.6,429.563,571.388,554.25,617.7,623.08,614.229,618.661,609.274,675.554,650.25,594.711,660.467
sc2015,y2030,2019-07-01T09:00:00+02:00,,644.385,484.417,594.883,595.685,702.272,708.25,773.85,782.419,773.958,780.071,780.964,813.518,802.55,765.705,821.083
sc2015,y2030,2019-07-01T10:00:00+02:00,,747.725,657.467,736.933,695.034,835.622,856.5,886.2,901.175,894.066,900.655,912.342,911.167,912.5,896.653,938.333
sc2015,y2030,2019-07-01T11:00:00+02:00,,873.184,755.05,841.45,810.902,915.569,947.125,967.45,969.118,965.381,971.525,993.382,957.836,970.95,977.502,1002.35
sc2015,y2030,2019-07-01T12:00:00+02:00,,915.896,840.317,831.367,832.925,905.608,940.125,985.95,965.805,975.212,988.601,1021.086,958.23,978.8,1000.559,1005.833
sc2015,y2030,2019-07-01T13:00:00+02:00,,909.466,812.5,774.35,802.793,858.949,914,912.35,932.764,910.48,948.284,988.054,897.162,924.8,967.226,952.25
sc2015,y2030,2019-07-01T14:00:00+02:00,,849.628,734.967,700.217,698.758,737.418,810.75,804.15,836.922,783.518,854.05,899.624,788.153,819.3,877.993,844
sc2015,y2030,2019-07-01T15:00:00+02:00,,735.592,619.517,548.733,563.31,601.073,559,647.95,698.076,601.156,714.362,760.66,638.904,670.65,742.64,689.133
sc2015,y2030,2019-07-01T16:00:00+02:00,,571.879,471.15,414.467,403.258,439.421,346.656,486.8,520.164,372.471,536.184,585.55,461.543,490.425,567.664,453.383
sc2015,y2030,2019-07-01T17:00:00+02:00,,391.298,288.442,256.475,218.881,253.502,210.188,297.6,326.176,234.163,338.854,387.618,272.795,296.425,370.524,253.142
sc2015,y2030,2019-07-01T18:00:00+02:00,,210.732,137.225,118.8,106.997,80.893,93.219,121.469,142.731,120.097,154.54,187.993,97.929,113.975,172.565,89.425
sc2015,y2030,2019-07-01T19:00:00+02:00,,54.911,28.029,19.704,10.585,6.455,6.926,9.973,17.879,24.616,19.64,30.728,3.639,6.664,22.911,5.435
sc2015,y2030,2019-07-01T20:00:00+02:00,,0.243,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-01T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-01T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-01T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-02T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-02T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-02T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-02T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-02T04:00:00+02:00,,0.009,0.457,1.506,2.457,3.626,2.403,4.757,0.77,0.778,0.403,0,14.973,3.204,0,0.882
sc2015,y2030,2019-07-02T05:00:00+02:00,,31.481,35.729,49.567,56.452,60.781,59.914,89.512,71.148,65.666,71.062,50.328,135.24,87.944,43.159,78.869
sc2015,y2030,2019-07-02T06:00:00+02:00,,138.332,126.783,166.925,166.723,175.018,183.625,238.875,239.642,231.687,245.278,220.499,306.695,258.625,212.944,258.862
sc2015,y2030,2019-07-02T07:00:00+02:00,,343.976,248.658,323.758,326.242,326.895,349.875,404.2,436.244,425.036,441.404,421.524,484.226,447.05,415.453,457.558
sc2015,y2030,2019-07-02T08:00:00+02:00,,516.407,448.875,485.083,514.458,471.763,540,578.55,624.032,612.925,629.164,616.546,638.964,625.85,612.1,647.033
sc2015,y2030,2019-07-02T09:00:00+02:00,,682.762,650.367,653.033,612.163,608.452,732.5,759.2,781.646,779.215,789.854,786.74,766.377,778.3,782.202,800.667
sc2015,y2030,2019-07-02T10:00:00+02:00,,813.49,738.883,725.05,718.307,736.282,844.125,875.2,901.817,898.956,910.936,917.154,849.099,893.65,913.392,917.067
sc2015,y2030,2019-07-02T11:00:00+02:00,,898.397,808.283,783.2,828.832,812.159,912.875,927.3,972.478,970.544,982.056,997.642,879.602,958.75,994.15,981.267
sc2015,y2030,2019-07-02T12:00:00+02:00,,938.913,845.267,818.9,906.253,868.059,927.75,835,990.358,990.556,1001.006,1023.536,858.198,972,1020.696,989.55
sc2015,y2030,2019-07-02T13:00:00+02:00,,918.579,803.25,819.317,806.38,841.443,860.375,646.95,931.372,953.112,959.582,989.498,793.868,921.95,985.794,936.933
sc2015,y2030,2019-07-02T14:00:00+02:00,,846.998,704.367,686.933,703.338,681.824,654.125,499.425,851.678,863.103,864.721,899.906,687.298,816.55,894.593,807.717
sc2015,y2030,2019-07-02T15:00:00+02:00,,729.422,558.083,566.617,591.98,568.152,549,382.575,707.303,726.456,721.07,758.966,556.093,665.7,745.897,657
sc2015,y2030,2019-07-02T16:00:00+02:00,,570.843,412.483,429.275,438.842,431.625,349.031,274.975,536.177,555.721,544.688,584.05,404.089,486.675,567.863,410.083
sc2015,y2030,2019-07-02T17:00:00+02:00,,377.452,288.217,264.392,274.911,266.656,224.594,165.913,339.933,362.849,345.693,386.978,241.42,295.1,368.549,300.967
sc2015,y2030,2019-07-02T18:00:00+02:00,,202.253,147.042,132.456,115.573,110.75,106.328,67.556,150.014,173.387,145.452,188.248,86.384,114.256,169.922,116.26
sc2015,y2030,2019-07-02T19:00:00+02:00,,55.064,33.029,25.378,15.309,13.232,15.391,5.703,17.664,29.776,17.829,30.844,3.124,6.575,22.043,6.572
sc2015,y2030,2019-07-02T20:00:00+02:00,,0.229,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-02T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-02T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-02T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-03T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-03T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-03T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-03T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-07-03T04:00:00+02:00,,0.008,0.617,2.038,2.25,3.426,2.203,2.916,0.717,0.702,0.362,0,13.568,3.39,0,0.849
sc2015,y2030,2019-07-03T05:00:00+02:00,,31.799,52.935,63.916,52.829,74.025,60.055,62.828,70.702,69.126,68.62,49.072,130.289,98.025,40.533,81.223
sc2015,y2030,2019-07-03T06:00:00+02:00,,149.324,197.35,207.246,179.715,212.98,187.25,202.913,242.423,237.357,240.072,209.051,305.672,277.475,205.081,265.15
sc2015,y2030,2019-07-03T07:00:00+02:00,,375.534,390.333,400.558,338.275,387.752,336.562,389.325,434.568,430.049,434.716,399.92,486.394,472.375,404.08,469.067
sc2015,y2030,2019-07-03T08:00:00+02:00,,552.037,514,578.267,521.938,532.027,510.125,566.65,617.919,602.645,621.101,600.45,644.837,655.45,599.061,661.717
sc2015,y2030,2019-07-03T09:00:00+02:00,,687.384,619.15,655.25,659.74,615.148,617.75,757.3,771.015,741.084,780.116,769.626,768.573,809.3,768.487,824.217
sc2015,y2030,2019-07-03T10:00:00+02:00,,762.804,688.05,637.933,711.361,646.899,677.75,891.15,869.997,856.748,902.381,897.65,858.334,920.9,898.211,942.683
sc2015,y2030,2019-07-03T11:00:00+02:00,,754.228,715.683,577.117,681.75,654.507,729.75,972.35,940.482,918.664,975.704,979.494,907.801,981.05,978.066,1007.367
