,,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2030-05-26T22:00:00+02:00,,1981.954958,1013.285731,451.6968366,1757.170334,555.5067091,183.6268642,1163.520216,3059.030811,1529.959339,1306.657952,535.1763533,5054.728292,2936.574495,4287.475585,1018.135523
sc2015,y2030,2030-05-26T23:00:00+02:00,,1861.920182,951.9172699,424.3403478,1650.749375,521.8630972,172.5057187,1093.05298,2873.7642,1437.299147,1227.521747,502.7640255,4748.594605,2758.724307,4027.809658,956.4733394
sc2015,y2030,2030-05-27T00:00:00+02:00,,1760.859646,900.2494965,401.3081772,1561.15068,493.537627,163.1425244,1033.724701,2717.783211,1359.286016,1160.894827,475.4752069,4490.852344,2608.987405,3809.189864,904.5582736
sc2015,y2030,2030-05-27T01:00:00+02:00,,1685.080861,861.5071625,384.0378366,1493.966393,472.2981822,156.1216683,989.2382469,2600.823118,1300.788997,1110.935593,455.0130802,4297.58803,2496.709352,3645.260969,865.6305109
sc2015,y2030,2030-05-27T02:00:00+02:00,,1689.933362,863.9880313,385.1437444,1498.268545,473.6582519,156.5712494,992.0869409,2608.312668,1304.534858,1114.134737,456.3233743,4309.963727,2503.899087,3655.75817,868.1232536
sc2015,y2030,2030-05-27T03:00:00+02:00,,1678.079079,857.9274615,382.4420975,1487.758722,470.3357071,155.4729576,985.1278026,2590.016279,1295.384009,1106.319477,453.1224275,4279.730859,2486.335122,3630.114322,862.0336767
sc2015,y2030,2030-05-27T04:00:00+02:00,,1683.027596,860.457419,383.5698878,1492.146,471.7226884,155.9314346,988.0328634,2597.654024,1299.20399,1109.581922,454.4586483,4292.351434,2493.66712,3640.819231,864.5757431
sc2015,y2030,2030-05-27T05:00:00+02:00,,1813.579817,927.2029838,413.3233518,1607.891562,508.3141531,168.0270147,1064.674438,2799.153693,1399.983066,1195.652041,489.7109437,4625.30855,2687.100539,3923.237082,931.6407657
sc2015,y2030,2030-05-27T06:00:00+02:00,,2006.379952,1025.773148,457.2634074,1778.825152,562.3526004,185.8898244,1177.859076,3096.729352,1548.814081,1322.760797,541.7716996,5117.021186,2972.763922,4340.313095,1030.682707
sc2015,y2030,2030-05-27T07:00:00+02:00,,2166.298299,1107.532311,493.7095491,1920.606263,607.1748675,200.7061573,1271.740236,3343.553907,1672.262178,1428.191336,584.9535677,5524.872932,3209.707822,4686.257388,1112.833186
sc2015,y2030,2030-05-27T08:00:00+02:00,,2248.731731,1149.676872,512.4965151,1993.690457,630.2794917,208.3435623,1320.133346,3470.785056,1735.896217,1482.537828,607.2126121,5735.109093,3331.845771,4864.581989,1155.179459
sc2015,y2030,2030-05-27T09:00:00+02:00,,2307.190706,1179.564354,525.8195897,2045.519271,646.664502,213.759749,1354.452087,3561.013042,1781.023304,1521.078504,622.9979662,5884.201397,3418.461833,4991.043706,1185.209989
sc2015,y2030,2030-05-27T10:00:00+02:00,,2341.313316,1197.009733,533.5962928,2075.771845,656.2284626,216.9211871,1374.483999,3613.679283,1807.364067,1543.574767,632.2119063,5971.226849,3469.019787,5064.859641,1202.738865
sc2015,y2030,2030-05-27T11:00:00+02:00,,2390.08206,1221.94303,544.7109184,2119.009453,669.8974738,221.4395802,1403.114023,3688.950968,1845.010833,1575.726894,645.3806609,6095.605432,3541.278266,5170.35891,1227.791498
sc2015,y2030,2030-05-27T12:00:00+02:00,,2385.709639,1219.707605,543.7144231,2115.132932,668.6719619,221.0344782,1400.547164,3682.202394,1841.635567,1572.844256,644.2000002,6084.454119,3534.799844,5160.900244,1225.545374
sc2015,y2030,2030-05-27T13:00:00+02:00,,2316.024178,1184.080517,527.8327795,2053.35089,649.1403672,214.5781646,1359.637837,3574.646987,1787.842255,1526.902212,625.3832199,5906.730064,3431.549996,5010.152766,1189.747767
sc2015,y2030,2030-05-27T14:00:00+02:00,,2245.585361,1148.068272,511.7794425,1990.900934,629.39762,208.0520531,1318.286247,3465.928819,1733.467393,1480.463497,606.3630151,5727.084668,3327.183934,4857.775585,1153.56316
sc2015,y2030,2030-05-27T15:00:00+02:00,,2256.220979,1153.505792,514.2033499,2000.330308,632.3785947,209.0374364,1324.52996,3482.34427,1741.677501,1487.475319,609.2348925,5754.209484,3342.942257,4880.783149,1159.026705
sc2015,y2030,2030-05-27T16:00:00+02:00,,2269.138825,1160.110114,517.1473875,2011.783068,635.9992369,210.2342665,1332.11347,3502.282204,1751.649361,1495.991762,612.7230269,5787.154833,3362.082054,4908.727753,1165.662637
sc2015,y2030,2030-05-27T17:00:00+02:00,,2234.794639,1142.551454,509.3201864,1981.334049,626.3731727,207.0522996,1311.95148,3449.273975,1725.137554,1473.349419,603.4492561,5699.564282,3311.195802,4834.432494,1148.019937
sc2015,y2030,2030-05-27T18:00:00+02:00,,2218.841211,1134.395173,505.6843252,1967.189988,621.9017107,205.5742246,1302.585911,3424.650798,1712.822392,1462.831686,599.1414399,5658.877058,3287.558317,4799.921147,1139.824619
sc2015,y2030,2030-05-27T19:00:00+02:00,,2214.697751,1132.276806,504.7400113,1963.516461,620.7403726,205.1903357,1300.153465,3418.255611,1709.623871,1460.099997,598.0226044,5648.309682,3281.419137,4790.957784,1137.696113
sc2015,y2030,2030-05-27T20:00:00+02:00,,2251.058273,1150.866329,513.0267449,1995.753133,630.9315799,208.5591149,1321.499158,3474.375936,1737.692178,1484.071664,607.8408353,5741.042646,3335.292905,4869.614894,1156.374609
sc2015,y2030,2030-05-27T21:00:00+02:00,,2216.197078,1133.043345,505.0817149,1964.845741,621.1606072,205.3292474,1301.033655,3420.569734,1710.781268,1461.088469,598.4274593,5652.133527,3283.640623,4794.201211,1138.466321
sc2015,y2030,2030-05-27T22:00:00+02:00,,2009.947316,1027.596983,458.0764263,1781.987922,563.352469,186.2203384,1179.953322,3102.235368,1551.567888,1325.112679,542.7349751,5126.119301,2978.049526,4348.030216,1032.515271
sc2015,y2030,2030-05-27T23:00:00+02:00,,1885.436717,963.940232,429.6998765,1671.598768,528.4543636,174.6845107,1106.858523,2910.060588,1455.452609,1243.025665,509.1140656,4808.570587,2793.567711,4078.681939,968.5538459
sc2015,y2030,2030-05-28T00:00:00+02:00,,1753.200523,896.3337265,399.5626272,1554.360222,491.3909112,162.4329115,1029.22836,2705.961806,1353.373598,1155.845341,473.4070562,4471.318709,2597.639224,3792.621223,900.6237619
sc2015,y2030,2030-05-28T01:00:00+02:00,,1695.339802,866.7521042,386.3758973,1503.061809,475.1735807,157.0721526,995.2608282,2616.657189,1308.70833,1117.69908,457.7832453,4323.752175,2511.909568,3667.453682,870.900556
sc2015,y2030,2030-05-28T02:00:00+02:00,,1661.46831,849.4351117,378.6564254,1473.031874,465.6800043,153.9339805,975.3763373,2564.378535,1282.561416,1095.368374,448.6371134,4237.367171,2461.723685,3594.180981,853.5006808
sc2015,y2030,2030-05-28T03:00:00+02:00,,1658.957123,848.1512527,378.0841139,1470.805494,464.976163,153.7013205,973.9021273,2560.502665,1280.622919,1093.712805,447.9590312,4230.962701,2458.00297,3588.748639,852.210677
sc2015,y2030,2030-05-28T04:00:00+02:00,,1700.746242,869.5161772,387.6080503,1507.855074,476.6889095,157.5730558,998.4347155,2625.00171,1312.881802,1121.263423,459.2431163,4337.540623,2519.920049,3679.149194,873.6778584
sc2015,y2030,2030-05-28T05:00:00+02:00,,1827.849273,934.4983238,416.5754276,1620.542638,512.3136275,169.3490706,1073.051419,2821.177757,1410.998294,1205.059569,493.5640459,4661.701011,2708.242956,3954.105565,938.9710228
sc2015,y2030,2030-05-28T06:00:00+02:00,,1983.01852,1013.829483,451.9392273,1758.113271,555.8048066,183.7254026,1164.144588,3060.672356,1530.78035,1307.359134,535.463541,5057.440774,2938.150327,4289.776341,1018.681877
sc2015,y2030,2030-05-28T07:00:00+02:00,,2191.853328,1120.597465,499.5336601,1943.262952,614.3374873,203.0738145,1286.74249,3382.996589,1691.989243,1445.039187,591.854051,5590.047837,3247.571571,4741.539453,1125.960872
sc2015,y2030,2030-05-28T08:00:00+02:00,,2267.152032,1159.094355,516.6945882,2010.021608,635.4423743,210.0501914,1330.947109,3499.215707,1750.115668,1494.681914,612.1865443,5782.087767,3359.138312,4904.429812,1164.642016
sc2015,y2030,2030-05-28T09:00:00+02:00,,2330.027743,1191.239919,531.0242577,2065.766232,653.0653172,215.875586,1367.858725,3596.260665,1798.65223,1536.134444,629.1645252,5942.444405,3452.298455,5040.446059,1196.941436
sc2015,y2030,2030-05-28T10:00:00+02:00,,2366.631998,1209.954053,539.3665392,2098.218993,663.3248385,219.2669469,1389.347504,3652.757178,1826.908685,1560.266799,639.04857,6035.79898,3506.533351,5119.630426,1215.745139
sc2015,y2030,2030-05-28T11:00:00+02:00,,2397.28326,1225.624685,546.3521058,2125.393924,671.9158421,222.1067668,1407.341537,3700.065597,1850.569761,1580.474482,647.3251612,6113.971193,3551.947964,5185.936948,1231.490774
sc2015,y2030,2030-05-28T12:00:00+02:00,,2407.357555,1230.775225,548.6480848,2134.325637,674.7394876,223.0401438,1413.255721,3715.614678,1858.346558,1587.116236,650.0454674,6139.664421,3566.874598,5207.730224,1236.665965
sc2015,y2030,2030-05-28T13:00:00+02:00,,2322.087958,1187.180659,529.2147434,2058.726943,650.8399368,215.13997,1363.19762,3584.006074,1792.523156,1530.899924,627.020589,5922.194976,3440.534429,5023.270273,1192.862747
sc2015,y2030,2030-05-28T14:00:00+02:00,,2307.656014,1179.802246,525.9256357,2045.931807,646.7949197,213.8028595,1354.725249,3561.731218,1781.382496,1521.385271,623.1236108,5885.388108,3419.15126,4992.050286,1185.449019
sc2015,y2030,2030-05-28T15:00:00+02:00,,2303.290979,1177.570597,524.9308237,2042.061834,645.571478,213.3984418,1352.162725,3554.994043,1778.012931,1518.507502,621.9449445,5874.255631,3412.683781,4982.607599,1183.206689
sc2015,y2030,2030-05-28T16:00:00+02:00,,2311.459725,1181.746915,526.7925193,2049.304117,647.8610322,214.1552709,1356.958244,3567.602022,1784.31875,1523.892971,624.1507059,5895.088997,3424.787049,5000.278686,1187.402996
sc2015,y2030,2030-05-28T17:00:00+02:00,,2295.690943,1173.685035,523.1987398,2035.323761,643.4413231,212.6943033,1347.701072,3543.263835,1772.146124,1513.496971,619.8927487,5854.87269,3401.423146,4966.166777,1179.30253
sc2015,y2030,2030-05-28T18:00:00+02:00,,2258.820797,1154.834964,514.7958607,2002.635266,633.1072774,209.2783078,1326.056201,3486.356936,1743.684416,1489.18932,609.936907,5760.839995,3346.794292,4886.40722,1160.362239
sc2015,y2030,2030-05-28T19:00:00+02:00,,2253.635933,1152.184173,513.6142058,1998.038446,631.6540523,208.7979335,1323.012391,3478.354404,1739.681989,1485.771057,608.5368667,5747.616647,3339.112109,4875.191033,1157.69876
sc2015,y2030,2030-05-28T20:00:00+02:00,,2284.361054,1167.892565,520.6166051,2025.278859,640.265757,211.6445964,1341.049784,3525.776819,1763.400079,1506.027433,616.8334015,5825.977226,3384.636155,4941.65733,1173.482337
sc2015,y2030,2030-05-28T21:00:00+02:00,,2242.926456,1146.708892,511.1734656,1988.543591,628.6523763,207.8057072,1316.725319,3461.824956,1731.414866,1478.710542,605.6450457,5720.303464,3323.244353,4852.023694,1152.197273
sc2015,y2030,2030-05-28T22:00:00+02:00,,2059.240455,1052.79838,469.310564,1825.690449,577.1684588,190.7873163,1208.891196,3178.316426,1589.619458,1357.610527,556.0453293,5251.835288,3051.084978,4454.663885,1057.837287
sc2015,y2030,2030-05-28T23:00:00+02:00,,1904.381413,973.6258155,434.0174616,1688.39484,533.7642248,176.4397247,1117.980136,2939.300611,1470.076864,1255.515473,514.2295973,4856.886666,2821.637224,4119.664163,978.2857866
sc2015,y2030,2030-05-29T00:00:00+02:00,,1811.925388,926.3571472,412.9462995,1606.42477,507.8504459,167.8737329,1063.703194,2796.600178,1398.705938,1194.561313,489.2642072,4621.089134,2684.649244,3919.658128,930.7908809
sc2015,y2030,2030-05-29T01:00:00+02:00,,1754.00558,896.7453166,399.7461035,1555.073973,491.6165544,162.5074996,1029.700975,2707.204364,1353.995058,1156.376097,473.6244414,4473.371907,2598.832041,3794.362767,901.0373219
sc2015,y2030,2030-05-29T02:00:00+02:00,,1710.525102,874.5156753,389.8366985,1516.52486,479.4297501,158.479061,1004.175463,2640.094806,1320.43054,1127.710404,461.8836481,4362.480385,2534.408952,3700.303371,878.701285
sc2015,y2030,2030-05-29T03:00:00+02:00,,1698.500944,868.3682562,387.0963365,1505.864429,476.0595926,157.3650304,997.1165984,2621.536226,1311.148556,1119.78315,458.6368311,4331.814273,2516.593292,3674.292041,872.5244432
sc2015,y2030,2030-05-29T04:00:00+02:00,,1706.566289,872.4917093,388.9344663,1513.015037,478.3201651,158.1122794,1001.851414,2633.98461,1317.374555,1125.100448,460.8146715,4352.383926,2528.543353,3691.739444,876.6676319
sc2015,y2030,2030-05-29T05:00:00+02:00,,1849.881253,945.7622987,421.5966192,1640.075848,518.4887995,171.3903195,1085.985444,2855.182821,1428.005761,1219.584754,499.5132198,4717.890821,2740.88676,4001.766373,950.2889093
sc2015,y2030,2030-05-29T06:00:00+02:00,,2017.768928,1031.595826,459.8590083,1788.92244,565.5447275,186.9450057,1184.545052,3114.307565,1557.605738,1330.26929,544.8470016,5146.067343,2989.63846,4364.950362,1036.533254
sc2015,y2030,2030-05-29T07:00:00+02:00,,2164.976233,1106.856397,493.4082439,1919.434139,606.8043158,200.5836687,1270.964107,3341.513375,1671.241616,1427.319727,584.5965774,5521.501167,3207.748975,4683.39742,1112.154037
sc2015,y2030,2030-05-29T08:00:00+02:00,,2256.080648,1153.434047,514.1713678,2000.205892,632.3392624,209.0244348,1324.447578,3482.127678,1741.569173,1487.382802,609.1969997,5753.851587,3342.734335,4880.479577,1158.954617
sc2015,y2030,2030-05-29T09:00:00+02:00,,2334.19336,1193.369615,531.9736214,2069.459404,654.2328656,216.2615278,1370.30418,3602.69005,1801.867856,1538.880741,630.2893439,5953.068291,3458.470465,5049.457355,1199.081324
sc2015,y2030,2030-05-29T10:00:00+02:00,,2358.500181,1205.796615,537.5132599,2091.009451,661.0456349,218.5135392,1384.573665,3640.206197,1820.631374,1554.905677,636.8527804,6015.059798,3494.4848,5102.039226,1211.567803
sc2015,y2030,2030-05-29T11:00:00+02:00,,2373.663323,1213.548858,540.9690113,2104.452857,665.295594,219.9183947,1393.475292,3663.609615,1832.336479,1564.902393,640.9472001,6053.731497,3516.951354,5134.840982,1219.357149
sc2015,y2030,2030-05-29T12:00:00+02:00,,2388.759993,1221.267116,544.4096133,2117.837329,669.526922,221.3170916,1402.337895,3686.910437,1843.990271,1574.855285,645.0236706,6092.233666,3539.319419,5167.498942,1227.112349
sc2015,y2030,2030-05-29T13:00:00+02:00,,2301.525761,1176.668119,524.5285224,2040.49682,645.076719,213.2348956,1351.126442,3552.269534,1776.650281,1517.343735,621.4682926,5869.753665,3410.068337,4978.788982,1182.299892
sc2015,y2030,2030-05-29T14:00:00+02:00,,2248.236879,1149.423876,512.3837361,1993.251729,630.1407936,208.2977146,1319.84284,3470.021282,1735.514219,1482.211583,607.0789901,5733.847035,3331.112572,4863.511498,1154.925252
sc2015,y2030,2030-05-29T15:00:00+02:00,,2259.551996,1155.208793,514.9625043,2003.283535,633.3122194,209.3460529,1326.485456,3487.485499,1744.248861,1489.671383,610.1343485,5762.704826,3347.877677,4887.98899,1160.737858
sc2015,y2030,2030-05-29T16:00:00+02:00,,2255.585797,1153.181051,514.0585888,1999.767165,632.2005643,208.9785871,1324.157072,3481.363903,1741.187175,1487.056558,609.0633776,5752.58953,3342.001135,4879.409086,1158.70041
sc2015,y2030,2030-05-29T17:00:00+02:00,,2219.572409,1134.769003,505.8509689,1967.838258,622.1066527,205.6419697,1303.015167,3425.77936,1713.386837,1463.313748,599.3388815,5660.741889,3288.641702,4801.502917,1140.200238
sc2015,y2030,2030-05-29T18:00:00+02:00,,2177.598644,1113.309677,496.2849508,1930.624972,610.3421531,201.7531271,1278.374181,3360.995324,1680.985417,1435.641397,588.0049375,5553.693049,3226.451041,4710.702926,1118.638203
sc2015,y2030,2030-05-29T19:00:00+02:00,,2169.090149,1108.95966,494.3458248,1923.081473,607.9573734,200.9648205,1273.37921,3347.862963,1674.417331,1430.031939,585.7074355,5531.993197,3213.844382,4692.296874,1114.267367
sc2015,y2030,2030-05-29T20:00:00+02:00,,2209.069736,1129.399451,503.4573602,1958.526751,619.1629401,204.6689037,1296.8495,3409.569101,1705.279355,1456.389574,596.5029025,5633.956133,3273.080357,4778.782947,1134.804986
sc2015,y2030,2030-05-29T21:00:00+02:00,,2141.947164,1095.082655,488.159811,1899.016926,600.3496775,198.4500401,1257.444735,3305.969362,1653.464451,1412.137184,578.378165,5462.768406,3173.627828,4633.579653,1100.323943
sc2015,y2030,2030-05-29T22:00:00+02:00,,1991.918465,1018.37963,453.9675665,1766.003824,558.2993028,184.5499768,1169.369361,3074.408898,1537.650614,1313.226666,537.866744,5080.138971,2951.33698,4309.029199,1023.253802
sc2015,y2030,2030-05-29T23:00:00+02:00,,1895.215578,968.9397301,431.9285247,1680.268553,531.1952042,175.5905159,1112.59927,2925.153684,1463.001347,1249.472646,511.7545974,4833.510349,2808.056613,4099.836116,973.5772726
sc2015,y2030,2030-05-30T00:00:00+02:00,,1779.102686,909.5763546,405.4658518,1577.324675,498.6508267,164.8327305,1044.434402,2745.94027,1373.368632,1172.92205,480.4012744,4537.378938,2636.017307,3848.654228,913.929772
sc2015,y2030,2030-05-30T01:00:00+02:00,,1696.780042,867.4884351,386.7041348,1504.338704,475.5772543,157.2055899,996.106331,2618.880115,1309.820115,1118.648598,458.1721454,4327.425327,2514.043507,3670.569289,871.6404111
sc2015,y2030,2030-05-30T02:00:00+02:00,,1646.511971,841.7885984,375.2478056,1459.771817,461.4880086,152.5482852,966.5961162,2541.294307,1271.015952,1085.507999,444.5985358,4199.222899,2439.563543,3561.826593,845.8175698
sc2015,y2030,2030-05-30T03:00:00+02:00,,1611.746792,824.0147031,367.3246581,1428.949552,451.7439474,149.3273135,946.1869799,2487.636299,1244.179161,1062.588105,435.2110864,4110.558656,2388.053524,3486.620617,827.958605
sc2015,y2030,2030-05-30T04:00:00+02:00,,1603.858708,819.9818754,365.5269267,1421.956099,449.5330579,148.5964875,941.5562263,2475.461506,1238.089998,1057.38767,433.0811107,4090.441085,2376.366101,3469.556674,823.9064753
sc2015,y2030,2030-05-30T05:00:00+02:00,,1602.049176,819.0567417,365.1145258,1420.351796,449.0258781,148.4288355,940.4939279,2472.668599,1236.693139,1056.194686,432.5924926,4085.826099,2373.684997,3465.642192,822.9769137
sc2015,y2030,2030-05-30T06:00:00+02:00,,1626.016248,831.3100432,370.5767339,1441.600628,455.7434219,150.6493694,954.5639613,2509.660363,1255.194389,1071.995633,439.0641887,4146.951118,2409.195941,3517.4891,835.288862
sc2015,y2030,2030-05-30T07:00:00+02:00,,1774.02861,906.9822042,404.3094459,1572.826078,497.2286534,164.3626205,1041.455631,2738.108732,1369.451727,1169.576827,479.0311495,4524.43814,2628.499274,3837.677703,911.3232054
sc2015,y2030,2030-05-30T08:00:00+02:00,,1963.372169,1003.785174,447.4617316,1740.695123,550.2982839,181.9051806,1152.611063,3030.349369,1515.614456,1294.40674,530.1585452,5007.335211,2909.041202,4247.276257,1008.589494
sc2015,y2030,2030-05-30T09:00:00+02:00,,2048.612222,1047.364636,466.8883399,1816.267624,574.1895542,189.8026173,1202.651819,3161.912374,1581.415051,1350.603574,553.1754462,5224.729309,3035.337598,4431.672299,1052.377536
sc2015,y2030,2030-05-30T10:00:00+02:00,,2116.214875,1081.926876,482.2953016,1876.20308,593.1373747,196.06596,1242.338419,3266.253089,1633.600551,1395.17247,571.4298171,5397.141421,3135.50144,4577.914129,1087.105198
sc2015,y2030,2030-05-30T11:00:00+02:00,,2105.09179,1076.240136,479.7602984,1866.341527,590.019772,195.0354132,1235.808536,3249.085262,1625.014146,1387.839272,568.426312,5368.773384,3119.02086,4553.852051,1081.39124
sc2015,y2030,2030-05-30T12:00:00+02:00,,2115.912055,1081.772058,482.2262876,1875.934605,593.0524998,196.0379039,1242.160646,3265.785705,1633.366791,1394.972828,571.3480484,5396.369117,3135.052766,4577.259053,1086.949639
sc2015,y2030,2030-05-30T13:00:00+02:00,,2043.552918,1044.778038,465.7353006,1811.782123,572.7715211,189.3338759,1199.68172,3154.103635,1577.509549,1347.26809,551.8093101,5211.826185,3027.841451,4420.727728,1049.778558
sc2015,y2030,2030-05-30T14:00:00+02:00,,1954.95969,999.4842466,445.5444882,1733.23675,547.9404157,181.1257698,1147.672459,3017.365203,1509.120489,1288.860584,527.8869699,4985.880235,2896.576806,4229.077913,1004.267981
sc2015,y2030,2030-05-30T15:00:00+02:00,,1898.50228,970.620075,432.6775794,1683.182491,532.1164082,175.8950267,1114.52875,2930.226514,1465.538498,1251.639494,512.6420873,4841.89267,2812.926373,4106.946092,975.2656599
sc2015,y2030,2030-05-30T16:00:00+02:00,,1880.584216,961.4593633,428.5939687,1667.296616,527.0942938,174.2349296,1104.009829,2902.571038,1451.706747,1239.826521,507.8037715,4796.19489,2786.377976,4068.184738,966.0611032
sc2015,y2030,2030-05-30T17:00:00+02:00,,1881.729022,962.0446519,428.8548754,1668.311583,527.4151626,174.3409951,1104.681895,2904.337979,1452.590474,1240.581266,508.1128972,4799.114575,2788.074184,4070.661246,966.6491932
sc2015,y2030,2030-05-30T18:00:00+02:00,,1895.547941,969.1096526,432.0042718,1680.563221,531.2883597,175.6213091,1112.794386,2925.666666,1463.257913,1249.691765,511.8443435,4834.357999,2808.549061,4100.555102,973.7480084
sc2015,y2030,2030-05-30T19:00:00+02:00,,1923.547685,983.4246807,438.3855448,1705.387357,539.1361896,178.2154676,1129.231827,2968.882623,1484.872163,1268.151361,519.4049597,4905.767845,2850.035036,4161.125711,988.1315511
sc2015,y2030,2030-05-30T20:00:00+02:00,,2006.387338,1025.776924,457.2650906,1778.831701,562.3546705,185.8905087,1177.863412,3096.740752,1548.819782,1322.765666,541.7736939,5117.040022,2972.774865,4340.329073,1030.686501
sc2015,y2030,2030-05-30T21:00:00+02:00,,2017.274076,1031.342831,459.7462292,1788.483712,565.4060294,186.899158,1184.254546,3113.54379,1557.22374,1329.943045,544.7133796,5144.805285,2988.90526,4363.879871,1036.279047
sc2015,y2030,2030-05-30T22:00:00+02:00,,1852.835591,947.2727211,422.2699268,1642.695118,519.316848,171.6640371,1087.719809,2859.742669,1430.286347,1221.532482,500.3109635,4725.425492,2745.264072,4008.157363,951.8065609
sc2015,y2030,2030-05-30T23:00:00+02:00,,1740.061102,889.616123,396.5680915,1542.711016,487.7081654,161.2155526,1021.514773,2685.681883,1343.230694,1147.182819,469.859091,4437.808259,2578.171129,3764.197294,893.8740066
sc2015,y2030,2030-05-31T00:00:00+02:00,,1633.475952,835.1238597,372.2768357,1448.214286,457.8342444,151.3405064,958.9432321,2521.173979,1260.952868,1076.913647,441.0784916,4165.976162,2420.248654,3533.626349,839.1209322
sc2015,y2030,2030-05-31T01:00:00+02:00,,1554.307065,794.6483161,354.2338746,1378.024386,435.6446138,144.0055593,912.4665949,2398.981461,1199.838876,1024.719395,419.700954,3964.065814,2302.947634,3362.363793,798.4516645
sc2015,y2030,2030-05-31T02:00:00+02:00,,1503.329953,768.585978,342.6159515,1332.828874,421.3566364,139.2825624,882.5401326,2320.301289,1160.487372,991.1113414,405.9358859,3834.055064,2227.417115,3252.087259,772.2645867
sc2015,y2030,2030-05-31T03:00:00+02:00,,1483.210907,758.3000016,338.0307266,1314.991642,415.7176259,137.4185456,870.7291092,2289.248726,1144.956584,977.8473109,400.5032511,3782.743954,2197.60762,3208.564616,761.9293796
sc2015,y2030,2030-05-31T04:00:00+02:00,,1488.115109,760.8073028,339.1484173,1319.339631,417.0921864,137.8729168,873.6081545,2296.818073,1148.742356,981.0805401,401.8275057,3795.251508,2204.873958,3219.17366,764.4486812
sc2015,y2030,2030-05-31T05:00:00+02:00,,1477.686294,755.4755118,336.7716413,1310.093606,414.1691751,136.9066937,867.4858473,2280.721811,1140.691889,974.2050588,399.0114703,3768.654119,2189.422047,3196.613465,759.0913711
sc2015,y2030,2030-05-31T06:00:00+02:00,,1413.015823,722.412366,322.0329374,1252.757775,396.0431927,130.9150158,829.5206047,2180.906746,1090.769871,931.5692838,381.5488601,3603.720168,2093.602686,3056.714692,725.8699784
sc2015,y2030,2030-05-31T07:00:00+02:00,,1524.047252,779.1778149,347.3375212,1351.196508,427.1633267,141.202007,894.7023648,2352.277221,1176.479978,1004.769787,411.5300638,3886.891945,2258.113016,3296.904077,782.9071183
sc2015,y2030,2030-05-31T08:00:00+02:00,,1664.585138,851.0286073,379.366765,1475.795204,466.5535955,154.2227525,977.206092,2569.189175,1284.967434,1097.423227,449.478733,4245.316249,2466.341749,3600.923475,855.1018032
sc2015,y2030,2030-05-31T09:00:00+02:00,,1778.076054,909.0514829,405.2318774,1576.414479,498.3630799,164.7376136,1043.831711,2744.355723,1372.576129,1172.245214,480.1240584,4534.76064,2634.496191,3846.433359,913.4023881
sc2015,y2030,2030-05-31T10:00:00+02:00,,1830.168429,935.6840054,417.1039741,1622.598765,512.9636456,169.563939,1074.412896,2824.757237,1412.788554,1206.588536,494.1902748,4667.615728,2711.679146,3959.122492,940.1623793
sc2015,y2030,2030-05-31T11:00:00+02:00,,1853.714507,947.7220717,422.4702358,1643.474351,519.5631924,171.7454681,1088.235782,2861.099223,1430.964821,1222.111931,500.5482923,4727.667056,2746.566323,4010.058683,952.2580622
sc2015,y2030,2030-05-31T12:00:00+02:00,,1875.126076,958.6688579,427.3500329,1662.457514,525.5644742,173.7292363,1100.80559,2894.146719,1447.493365,1236.228093,506.32994,4782.274585,2778.290892,4056.377383,963.2572419
sc2015,y2030,2030-05-31T13:00:00+02:00,,1865.723893,953.8619387,425.2072313,1654.121686,522.9292097,172.8581301,1095.285974,2879.635004,1440.235401,1230.029447,503.7911206,4758.295494,2764.360096,4036.038057,958.4273158
sc2015,y2030,2030-05-31T14:00:00+02:00,,1772.750858,906.3289465,404.0182404,1571.693244,496.8705224,164.2442377,1040.705518,2736.136598,1368.465373,1168.734434,478.6861254,4521.179395,2626.606086,3834.913599,910.6668211
sc2015,y2030,2030-05-31T15:00:00+02:00,,1736.936889,888.0188513,395.8560687,1539.941138,486.832504,160.9260962,1019.680683,2680.859844,1340.818975,1145.123096,469.015477,4429.840344,2573.542121,3757.438822,892.26909
sc2015,y2030,2030-05-31T16:00:00+02:00,,1726.759193,882.8154462,393.5365239,1530.917751,483.9798768,159.9831391,1013.705796,2665.151169,1332.962357,1138.413172,466.2672499,4403.883403,2558.462281,3735.421861,887.0407804
sc2015,y2030,2030-05-31T17:00:00+02:00,,1735.142128,887.1012697,395.4470343,1538.349931,486.3294646,160.7598128,1018.627056,2678.089737,1339.433519,1143.939851,468.5308477,4425.263032,2570.882904,3753.556296,891.3471167
sc2015,y2030,2030-05-31T18:00:00+02:00,,1768.164248,903.9840158,402.9729303,1567.626827,495.584977,163.8192911,1038.012917,2729.057434,1364.924764,1165.710586,477.4476282,4509.481818,2619.810309,3824.991587,908.3106671
sc2015,y2030,2030-05-31T19:00:00+02:00,,1833.137539,937.2019799,417.7806482,1625.231132,513.7958344,169.8390251,1076.155932,2829.339884,1415.080543,1208.546003,494.9920072,4675.188072,2716.078344,3965.545437,941.6876191
sc2015,y2030,2030-05-31T20:00:00+02:00,,1956.030637,1000.031775,445.7885622,1734.186236,548.2405833,181.2249924,1148.301166,3019.018148,1509.947201,1289.566635,528.176152,4988.611553,2898.163582,4231.394647,1004.81813
